OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1708749,LOP230420000934,2830 INTERNATIONAL BLVD,INTERNATIONAL BLVD,484LP,STOLEN LICENSE PLATE,1682017354000,"[-122.2296838, 37.7797197]",6061815,2110993,C,20X,CCD5,04/20/23  7:02:34 PM,1682076401000,20,3,2
1708750,LOP230420000936,665 W MACARTHUR BLVD,W MACARTHUR BLVD,415J,DISTURBANCE-JUVENILE,1682017574000,"[-122.2693812, 37.8271724]",6050671,2128483,C,06X,CCD1,04/20/23  7:06:14 PM,1682018482000,6,1,1
1708751,LOP230420000935,10800 INTERNATIONAL BLVD,INTERNATIONAL BLVD,911N,POLICE RELATED MATTE,1682017572000,"[-122.1653473, 37.7375243]",6080132,2095294,C,32X,CCD7,04/20/23  7:06:12 PM,1682017572000,32,5,3
1708752,LOP230420000937,1009 66TH AV,66TH AV,933R,ALARM-RINGER,1682017580000,"[-122.1983569, 37.758827]",6070729,2103221,C,26Y,CCD6,04/20/23  7:06:20 PM,1682017593000,26,4,3
1708769,LOP230420000940,870 SUNNYHILLS RD,SUNNYHILLS RD,R10851,RECOVERED STOLEN VEH,1682017804000,"[-122.2344709, 37.8080622]",6060623,2121337,C,16X,CCD2,04/20/23  7:10:04 PM,1682019750000,16,3,2
1708770,LOP230420000943,2225 TELEGRAPH AV,TELEGRAPH AV,243E,BATTERY ON CO-HABITA,1682017857000,"[-122.2691766, 37.8114719]",6050622,2122766,C,04X,CCD3,04/20/23  7:10:57 PM,1682023887000,4,1,1
1708771,LOP230420000941,1176 32ND ST,32ND ST,415F,415 FAMILY,1682017818000,"[-122.2815768, 37.8239508]",6047127,2127377,C,07X,CCD3,04/20/23  7:10:18 PM,1682023912000,7,1,1
1708772,LOP230420000942,705 E 15TH ST,E 15TH ST,945A,AMBULANCE REQUESTED,1682017831000,"[-122.2512691, 37.7948573]",6055681,2116620,C,19X,CCD2,04/20/23  7:10:31 PM,1682017831000,19,3,2
1708773,LOP230420000944,9304 PEACH ST,PEACH ST,597,CRUELTY TO ANIMAL,1682017878000,"[-122.1635734, 37.7523792]",6080741,2100693,C,35X,CCD7,04/20/23  7:11:18 PM,1682020515000,35,5,3
1708774,LOP230420000946,532 16TH ST,16TH ST,WELCK,WELFARE CHECK -- CHE,1682018139000,"[-122.2716614, 37.8063475]",6049869,2120914,C,04X,CCD3,04/20/23  7:15:39 PM,1682029962000,4,1,1
