OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1719000,LOP230429000869,20TH ST&CURTIS ST,ST&CURTIS ST,SECCK,SECURITY CHECK,1682795025000,"[-122.2782258, 37.8120006]",6048012,2123008,C,05X,CCD3,04/29/23  7:03:45 PM,1682798513000,5,1,1
1719001,LOP230429000870,1668 86TH AV,86TH AV,415F,415 FAMILY,1682795027000,"[-122.1739704, 37.7541273]",6077747,2101383,P,34X,CCD7,04/29/23  7:03:47 PM,1682812973000,34,5,3
1719002,LOP230429000872,10TH ST&WEBSTER ST,ST&WEBSTER ST,SECCK,SECURITY CHECK,1682795085000,"[-122.2705109, 37.8006377]",6050162,2118829,A,03X,CCD2,04/29/23  7:04:45 PM,1682795086000,3,1,1
1719003,LOP230429000873,8707 SAN LEANDRO ST,SAN LEANDRO ST,901,VEHICLE COLLISION/PR,1682795193000,"[-122.1874443, 37.7455519]",6073796,2098331,C,31Y,CCD7,04/29/23  7:06:33 PM,1682795193000,31,5,3
1719004,LOP230429000876,300 105TH AV,105TH AV,921,CAR PROWLER OR CLOUT,1682795301000,"[-122.1815115, 37.7273458]",6075392,2091672,C,31Z,CCD7,04/29/23  7:08:21 PM,1682796616000,31,5,3
1719005,LOP230429000874,210 GRAND AV,GRAND AV,911C,911 HANG UP FROM CP,1682795257000,"[-122.260505, 37.8106513]",6053121,2122420,C,14X,CCD3,04/29/23  7:07:37 PM,1682795261000,14,2,2
1719006,LOP230429000878,2353 WEBSTER ST,WEBSTER ST,911C,911 HANG UP FROM CP,1682795463000,"[-122.2651546, 37.8126858]",6051792,2123186,C,08X,CCD3,04/29/23  7:11:03 PM,1682798076000,8,2,1
1719007,LOP230429000879,1830 EMBARCADERO,EMBARCADERO,933S,ALARM-SILENT,1682795476000,"[-122.2430259, 37.7831462]",6057983,2112312,C,19X,CCD5,04/29/23  7:11:16 PM,1682806584000,19,3,2
1719008,LOP230429000881,WB S24 CONN&WEBSTER ST,S24 CONN&WEBSTER ST,911N,POLICE RELATED MATTE,1682795593000,"[-122.2619907, 37.8227782]",6052775,2126843,C,08X,CCD3,04/29/23  7:13:13 PM,1682795593000,8,2,1
1719009,LOP230429000882,KELLER AV&MOUNTAIN BLVD,AV&MOUNTAIN BLVD,415C,415 UNKNOWN,1682795608000,"[-122.1558667, 37.7722865]",6083097,2107901,C,25Y,CCD6,04/29/23  7:13:28 PM,1682799344000,25,4,2
