OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1751026,LOP230527000871,98TH AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,23152,DUI ALCOHOL/DRUGS,1685215733000,"[-122.1705299, 37.7443563]",6078678,2097808,C,32X,CCD7,05/27/23  7:28:53 PM,1685216601000,32,5,3
1751027,LOP230527000872,720 37TH ST,37TH ST,278_5,VIOLATION OF CUSTODY,1685215769000,"[-122.2705515, 37.8264406]",6050328,2128223,C,06X,CCD1,05/27/23  7:29:29 PM,1685265186000,6,1,1
1751028,LOP230527000956,EB I580&MACARTHUR BLVD,I580&MACARTHUR BLVD,BCAST,BROADCAST,1685220842000,"[-122.192965, 37.7853287]",6072462,2112841,C,28X,CCD6,05/27/23  8:54:02 PM,1685221686000,28,4,3
1751046,LOP230527000847,1714 FRANKLIN ST,FRANKLIN ST,415C,415 UNKNOWN,1685214116000,"[-122.2684015, 37.8062591]",6050810,2120864,C,04X,CCD3,05/27/23  7:01:56 PM,1685214116000,4,1,1
1751047,LOP230527000848,3320 FRUITVALE AV,FRUITVALE AV,484,THEFT,1685214182000,"[-122.216676, 37.7989368]",6065702,2117920,C,22X,CCD4,05/27/23  7:03:02 PM,1685214714000,22,3,2
1751048,LOP230527000849,E 27TH ST&FRUITVALE AV,27TH ST&FRUITVALE AV,23103,RECKLESS DRIVING,1685214190000,"[-122.2200677, 37.7905371]",6064666,2114880,C,21Y,CCD5,05/27/23  7:03:10 PM,1685214739000,21,3,2
1751049,LOP230527000850,8603 HILLSIDE ST,HILLSIDE ST,929,FIRE,1685214275000,"[-122.1643455, 37.7579663]",6080554,2102731,C,35X,CCD7,05/27/23  7:04:35 PM,1685214275000,35,5,3
1751050,LOP230527000851,365 STATEN AV,STATEN AV,MPRISK,MISSING PERSON AT RI,1685214290000,"[-122.2537849, 37.8110947]",6055065,2122545,C,14X,CCD3,05/27/23  7:04:50 PM,1685217836000,14,2,2
1751051,LOP230527000853,1022 24TH ST,24TH ST,WELCK,WELFARE CHECK -- CHE,1685214445000,"[-122.280663, 37.8166059]",6047340,2124698,C,07X,CCD3,05/27/23  7:07:25 PM,1685220360000,7,1,1
1751052,LOP230527000854,8450 EDGEWATER DR,EDGEWATER DR,933R,ALARM-RINGER,1685214573000,"[-122.1980909, 37.7375019]",6070665,2095456,P,31X,CCD7,05/27/23  7:09:33 PM,1685215704000,31,5,3
1751053,LOP230527000855,6450 CAMDEN ST,CAMDEN ST,415C,415 UNKNOWN,1685214634000,"[-122.1815692, 37.7717798]",6075666,2107849,C,29X,CCD6,05/27/23  7:10:34 PM,1685214666000,29,5,3
