OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1759490,LOP230604000988,15TH ST&BROADWAY,ST&BROADWAY,912,SUSPICIOUS PERSON,1685912225000,"[-122.2706016, 37.8053142]",6050168,2120532,C,04X,CCD3,06/04/23  8:57:05 PM,1685912370000,4,1,1
1759798,LOP230604000872,9400 INTERNATIONAL BLVD,INTERNATIONAL BLVD,MPRISK,MISSING PERSON AT RI,1685905522000,"[-122.1725237, 37.7471847]",6078120,2098848,C,34X,CCD7,06/04/23  7:05:22 PM,1685916483000,34,5,3
1759799,LOP230604000871,1487 36TH AV,36TH AV,242,BATTERY,1685905482000,"[-122.221077, 37.7770356]",6064284,2109970,C,23X,CCD5,06/04/23  7:04:42 PM,1685905527000,23,4,2
1759800,LOP230604000873,12TH ST&CAMPBELL ST,ST&CAMPBELL ST,415E,LOUD MUSIC,1685905583000,"[-122.2963861, 37.8105909]",6042757,2122595,C,02Y,CCD3,06/04/23  7:06:23 PM,1685905737000,2,1,1
1759802,LOP230604000874,15TH ST&HARRISON ST,ST&HARRISON ST,23103,RECKLESS DRIVING,1685905649000,"[-122.2670092, 37.8039067]",6051196,2120000,C,04X,CCD3,06/04/23  7:07:29 PM,1685905771000,4,1,1
1759803,LOP230604000876,1029 MACARTHUR BLVD,MACARTHUR BLVD,911C,911 HANG UP FROM CP,1685905779000,"[-122.2356257, 37.8048864]",6060268,2120187,C,15X,CCD2,06/04/23  7:09:39 PM,1685922173000,15,3,2
1759804,LOP230604000875,400 14TH ST,14TH ST,459,BURGLARY,1685905763000,"[-122.2699797, 37.8039116]",6050338,2120018,C,04X,CCD2,06/04/23  7:09:23 PM,1685906523000,4,1,1
1759805,LOP230604000878,685 VIA RIALTO,VIA RIALTO,955F,INJURIED ANIMAL,1685905783000,"[-122.1735207, 37.7974421]",6078159,2117150,C,22Y,CCD4,06/04/23  7:09:43 PM,1685916314000,22,3,2
1759806,LOP230604000877,280 28TH ST,28TH ST,945A,AMBULANCE REQUESTED,1685905781000,"[-122.2628646, 37.816269]",6052478,2124478,C,08X,CCD3,06/04/23  7:09:41 PM,1685905782000,8,2,1
1759807,LOP230604000881,1612 CLAY ST,CLAY ST,SMOKE,SMOKE,1685905835000,"[-122.2726424, 37.8066871]",6049588,2121043,C,04X,CCD3,06/04/23  7:10:35 PM,1685905836000,4,1,1
1759808,LOP230604000880,1612 84TH AV,84TH AV,10851,STOLEN VEHICLE,1685905816000,"[-122.1760604, 37.755221]",6077150,2101792,P,34X,CCD6,06/04/23  7:10:16 PM,1685905853000,34,5,3
