OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
1940915,LOP240118001083,12TH ST&MARKET ST,ST&MARKET ST,SECCK,SECURITY CHECK,1705604601000,"[-122.2814526, 37.8066588]",6047043,2121081,C,02X,CCD3,01/18/24  7:03:21 PM,1705606695000,2,1,1
1940916,LOP240118001085,455 7TH ST,7TH ST,594,VANDALISM,1705604626000,"[-122.2743715, 37.7995112]",6049039,2118440,C,03Y,CCD3,01/18/24  7:03:46 PM,1705604744000,3,1,1
1940917,LOP240118001084,2400 MACARTHUR BLVD,MACARTHUR BLVD,911C,911 HANG UP FROM CP,1705604618000,"[-122.2140323, 37.799879]",6066472,2118249,C,22X,CCD4,01/18/24  7:03:38 PM,1705604622000,22,3,2
1940918,LOP240118001086,3312 64TH AV PL,64TH AV PL,WELCK,WELFARE CHECK -- CHE,1705604634000,"[-122.1791892, 37.7736486]",6076366,2108517,C,29X,CCD6,01/18/24  7:03:54 PM,1705607611000,29,5,3
1940919,LOP240118001087,107TH AV&BREED AV,AV&BREED AV,459AU,AUTO BURGLARY,1705604641000,"[-122.1618232, 37.7393979]",6081163,2095958,C,32X,CCD7,01/18/24  7:04:01 PM,1705606241000,32,5,3
1940920,LOP240118001088,3633 PATTERSON AV,PATTERSON AV,945A,AMBULANCE REQUESTED,1705604699000,"[-122.1978359, 37.7914362]",6071095,2115090,C,25X,CCD4,01/18/24  7:04:59 PM,1705604707000,25,4,2
1940921,LOP240118001089,47TH ST&SHATTUCK AV,ST&SHATTUCK AV,10851,STOLEN VEHICLE,1705604791000,"[-122.2637325, 37.8344371]",6052352,2131097,C,12X,CCD1,01/18/24  7:06:31 PM,1705609777000,12,2,1
1940922,LOP240118001090,2501 7TH AV,7TH AV,911N,POLICE RELATED MATTE,1705604804000,"[-122.2424137, 37.8014572]",6058284,2118975,C,17Y,CCD2,01/18/24  7:06:44 PM,1705604804000,17,3,2
1940923,LOP240118001091,210 40TH STREET WY,40TH STREET WY,945A,AMBULANCE REQUESTED,1705604815000,"[-122.2550437, 37.8269992]",6054810,2128342,C,09X,CCD1,01/18/24  7:06:55 PM,1705604838000,9,2,1
1940924,LOP240118001092,4800 TELEGRAPH AV,TELEGRAPH AV,SECCK,SECURITY CHECK,1705604838000,"[-122.2628154, 37.8350468]",6052621,2131314,C,12X,CCD1,01/18/24  7:07:18 PM,1705605410000,12,2,1
