OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
1939588,LOP240117001056,7300 HAMILTON ST,HAMILTON ST,SECCK,SECURITY CHECK,1705518246000,"[-122.1908209, 37.7568231]",6072894,2102452,C,26Y,CCD7,01/17/24  7:04:06 PM,1705521457000,26,4,3
1939589,LOP240117001057,7515 INTERNATIONAL BLVD,INTERNATIONAL BLVD,945A,AMBULANCE REQUESTED,1705518268000,"[-122.1854727, 37.7583665]",6074450,2102986,C,26Y,CCD7,01/17/24  7:04:28 PM,1705518321000,26,4,3
1939590,LOP240117001059,449 HEGENBERGER RD,HEGENBERGER RD,A207,ATTEMPT KIDNAPPING,1705518349000,"[-122.1969727, 37.7367022]",6070983,2095159,C,31X,CCD7,01/17/24  7:05:49 PM,1705525732000,31,5,3
1939591,LOP240117001061,550 24TH ST,24TH ST,911N,POLICE RELATED MATTE,1705518414000,"[-122.2696173, 37.8136902]",6050510,2123576,C,08X,CCD3,01/17/24  7:06:54 PM,1705518414000,8,2,1
1939592,LOP240117001060,1828 106TH AV,106TH AV,484LP,STOLEN LICENSE PLATE,1705518363000,"[-122.1619346, 37.7400473]",6081135,2096195,C,32X,CCD7,01/17/24  7:06:03 PM,1705556208000,32,5,3
1939593,LOP240117001062,1650 14TH ST,14TH ST,976,CAR STOP,1705518509000,"[-122.2952413, 37.8120697]",6043098,2123127,C,05Y,CCD3,01/17/24  7:08:29 PM,1705526697000,5,1,1
1939594,LOP240117001063,5152 FOOTHILL BLVD,FOOTHILL BLVD,945A,AMBULANCE REQUESTED,1705518514000,"[-122.2039824, 37.7726995]",6069195,2108301,C,27X,CCD4,01/17/24  7:08:34 PM,1705518515000,27,4,3
1939595,LOP240117001065,7220 KRAUSE AV,KRAUSE AV,10851,STOLEN VEHICLE,1705518596000,"[-122.1787753, 37.7652851]",6076431,2105470,C,30X,CCD6,01/17/24  7:09:56 PM,1705522021000,30,5,3
1939596,LOP240117001064,838 MANDELA PKWY,MANDELA PKWY,451,ARSON,1705518572000,"[-122.2926917, 37.8069966]",6043799,2121266,C,02X,CCD3,01/17/24  7:09:32 PM,1705525187000,2,1,1
1939597,LOP240117001067,3125 E 15TH ST,E 15TH ST,211,ROBBERY,1705518666000,"[-122.2257148, 37.7788466]",6062956,2110654,C,20X,CCD5,01/17/24  7:11:06 PM,1705526445000,20,3,2
