OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
1968498,LOP240210000969,3325 GRAND AV,GRAND AV,945A,AMBULANCE REQUESTED,1707591932000,"[-122.2467127, 37.8133532]",6057123,2123329,C,14Y,CCD2,02/10/24  7:05:32 PM,1707592017000,14,2,2
1968499,LOP240210000971,3325 GRAND AV,GRAND AV,945A,AMBULANCE REQUESTED,1707592003000,"[-122.2467127, 37.8133532]",6057123,2123329,C,14Y,CCD2,02/10/24  7:06:43 PM,1707599436000,14,2,2
1968500,LOP240210000970,3325 GRAND AV,GRAND AV,945A,AMBULANCE REQUESTED,1707591995000,"[-122.2467127, 37.8133532]",6057123,2123329,C,14Y,CCD2,02/10/24  7:06:35 PM,1707591995000,14,2,2
1968501,LOP240210000972,4TH AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,459AU,AUTO BURGLARY,1707592037000,"[-122.2546825, 37.7964849]",6054706,2117231,C,19X,CCD2,02/10/24  7:07:17 PM,1707598617000,19,3,2
1968502,LOP240210000973,24TH ST&MYRTLE ST,ST&MYRTLE ST,211,ROBBERY,1707592145000,"[-122.2791787, 37.816219]",6047766,2124549,C,07X,CCD3,02/10/24  7:09:05 PM,1707599887000,7,1,1
1968503,LOP240210000975,62ND AV&AVENAL AV,AV&AVENAL AV,SECCK,SECURITY CHECK,1707592232000,"[-122.1902543, 37.7685655]",6073135,2106724,C,27Y,CCD6,02/10/24  7:10:32 PM,1707594430000,27,4,3
1968504,LOP240210000976,265 VERNON ST,VERNON ST,SECCK,SECURITY CHECK,1707592251000,"[-122.2566006, 37.8150852]",6054279,2124013,C,14X,CCD3,02/10/24  7:10:51 PM,1707593636000,14,2,2
1968505,LOP240210000977,2425 WALLACE ST,WALLACE ST,975,STAND BY AND PRESERV,1707592253000,"[-122.2359973, 37.7951655]",6060095,2116650,C,18Y,CCD2,02/10/24  7:10:53 PM,1707592253000,18,3,2
1968506,LOP240210000978,180 2ND ST,2ND ST,415BF,415 BOYFRIEND,1707592373000,"[-122.2699241, 37.7935954]",6050283,2116262,C,01X,CCD3,02/10/24  7:12:53 PM,1707594128000,1,1,1
1968507,LOP240210000979,7630 LOCKWOOD ST,LOCKWOOD ST,EVAL,EVALUATION,1707592446000,"[-122.179567, 37.761431]",6076177,2104071,C,30X,CCD6,02/10/24  7:14:06 PM,1707592446000,30,5,3
