OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
1953018,LOP240128000973,10203 E ST,E ST,911C,911 HANG UP FROM CP,1706468631000,"[-122.1742408, 37.7383404]",6077566,2095637,C,32X,CCD7,01/28/24  7:03:51 PM,1706468632000,32,5,3
1953020,LOP240128000975,2320 96TH AV,96TH AV,415C,415 UNKNOWN,1706468834000,"[-122.1616667, 37.7503405]",6081279,2099941,C,35X,CCD7,01/28/24  7:07:14 PM,1706474607000,35,5,3
1953021,LOP240128000976,9920 EMPIRE RD,EMPIRE RD,911C,911 HANG UP FROM CP,1706468961000,"[-122.1890963, 37.7290557]",6073210,2092334,C,31Y,CCD7,01/28/24  7:09:21 PM,1706468961000,31,5,3
1953023,LOP240128000977,7851 OLIVE ST,OLIVE ST,211,ROBBERY,1706468979000,"[-122.1741083, 37.7622448]",6077760,2104339,C,30X,CCD6,01/28/24  7:09:39 PM,1706472637000,30,5,3
1953024,LOP240128000978,2320 96TH AV,96TH AV,911C,911 HANG UP FROM CP,1706469192000,"[-122.1616667, 37.7503405]",6081279,2099941,C,35X,CCD7,01/28/24  7:13:12 PM,1706497125000,35,5,3
1953025,LOP240128000980,8925 HOLLY ST,HOLLY ST,911C,911 HANG UP FROM CP,1706469240000,"[-122.1732295, 37.7508746]",6077940,2100195,C,34X,CCD7,01/28/24  7:14:00 PM,1706469241000,34,5,3
1953026,LOP240128000982,9720 CORAL RD,CORAL RD,911C,911 HANG UP FROM CP,1706469350000,"[-122.1908138, 37.731429]",6072729,2093207,C,31Y,CCD7,01/28/24  7:15:50 PM,1706469631000,31,5,3
1953027,LOP240128000983,2456 88TH AV,88TH AV,415C,415 UNKNOWN,1706469561000,"[-122.1626805, 37.7568444]",6081028,2102314,C,35X,CCD7,01/28/24  7:19:21 PM,1706499633000,35,5,3
1953028,LOP240128000984,42ND AV&COURTLAND AV,AV&COURTLAND AV,240,ASSAULT,1706469793000,"[-122.2128917, 37.7756468]",6066640,2109421,C,23X,CCD5,01/28/24  7:23:13 PM,1706473299000,23,4,2
1953029,LOP240128000985,4103 E 17TH ST,E 17TH ST,911C,911 HANG UP FROM CP,1706469885000,"[-122.2151072, 37.775079]",6065996,2109226,C,23X,CCD5,01/28/24  7:24:45 PM,1706497109000,23,4,2
1953030,LOP240128000987,275 W MACARTHUR BLVD,W MACARTHUR BLVD,MSDIAL,MISDIAL,1706469948000,"[-122.25802, 37.8241422]",6053931,2127318,C,09X,CCD3,01/28/24  7:25:48 PM,1706469949000,9,2,1
