OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1734803,LOP230513000994,4500 GILBERT ST,GILBERT ST,945A,AMBULANCE REQUESTED,1684004961000,"[-122.2509256, 37.8329907]",6056040,2130501,C,09X,CCD1,05/13/23  7:09:21 PM,1684004962000,9,2,1
1734804,LOP230513001157,4614 ROCKINGHAM CT,ROCKINGHAM CT,602L,TRESPASS:,1684014640000,"[-122.1637657, 37.7858377]",6080902,2112875,C,25Y,CCD6,05/13/23  9:50:40 PM,1684023408000,25,4,2
1734805,LOP230513001158,6TH ST&CASTRO ST,ST&CASTRO ST,HAZ,HAZARDOUS SITUATION/,1684014710000,"[-122.2805796, 37.8011481]",6047257,2119070,A,02X,CCD3,05/13/23  9:51:50 PM,1684014711000,2,1,1
1734806,LOP230513001159,275 W MACARTHUR BLVD,W MACARTHUR BLVD,211,ROBBERY,1684014716000,"[-122.25802, 37.8241422]",6053931,2127318,C,02X,CCD3,05/13/23  9:51:56 PM,1684024720000,2,1,1
1734807,LOP230513001285,FOOTHILL BLVD&HIGH ST,BLVD&HIGH ST,901B,VEHICLE COLLISION-UN,1684022082000,"[-122.2118002, 37.7746848]",6066949,2109065,C,23X,CCD5,05/13/23 11:54:42 PM,1684022337000,23,4,2
1735017,LOP230513000989,1714 FRANKLIN ST,FRANKLIN ST,415C,415 UNKNOWN,1684004581000,"[-122.2684015, 37.8062591]",6050810,2120864,C,04X,CCD3,05/13/23  7:03:01 PM,1684006304000,4,1,1
1735018,LOP230513000988,4901 TELEGRAPH AV,TELEGRAPH AV,594,VANDALISM,1684004525000,"[-122.2627599, 37.8357728]",6052642,2131578,C,12X,CCD1,05/13/23  7:02:05 PM,1684004527000,12,2,1
1735019,LOP230513000990,2227 SAN PABLO AV,SAN PABLO AV,MSDIAL,MISDIAL,1684004665000,"[-122.2740864, 37.8127853]",6049213,2123271,C,07X,CCD3,05/13/23  7:04:25 PM,1684005017000,7,1,1
1735020,LOP230513000991,687 VERNON ST,VERNON ST,INFO,BEAT INFORMATION,1684004766000,"[-122.2478945, 37.8203098]",6056829,2125868,C,14Y,CCD2,05/13/23  7:06:06 PM,1684004766000,14,2,2
1735021,LOP230513000993,8925 HOLLY ST,HOLLY ST,MSDIAL,MISDIAL,1684004799000,"[-122.1732295, 37.7508746]",6077940,2100195,C,34X,CCD7,05/13/23  7:06:39 PM,1684004799000,34,5,3
1735022,LOP230513000996,2333 WEST ST,WEST ST,943,FIGHT,1684004986000,"[-122.2754435, 37.814229]",6048831,2123804,C,07X,CCD3,05/13/23  7:09:46 PM,1684007812000,7,1,1
