OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1738595,LOP230516001133,11TH ST&WOOD ST,ST&WOOD ST,SECCK,SECURITY CHECK,1684263820000,"[-122.2995668, 37.8111138]",6041842,2122803,C,02Y,CCD3,05/16/23  7:03:40 PM,1684265682000,2,1,1
1738596,LOP230516001136,568 BELLEVUE AV,BELLEVUE AV,415E,LOUD MUSIC,1684263946000,"[-122.2561428, 37.8074394]",6054359,2121227,C,14X,CCD3,05/16/23  7:05:46 PM,1684265239000,14,2,2
1738597,LOP230516001135,EDGEWATER DR&HEGENBERGER RD,DR&HEGENBERGER RD,BCAST,BROADCAST,1684263939000,"[-122.1968765, 37.7368822]",6071012,2095224,C,31X,CCD7,05/16/23  7:05:39 PM,1684265196000,31,5,3
1738598,LOP230516001134,2050 WEBSTER ST,WEBSTER ST,484,THEFT,1684263913000,"[-122.2659664, 37.8091138]",6051533,2121890,C,04X,CCD3,05/16/23  7:05:13 PM,1684295686000,4,1,1
1738600,LOP230516001138,5154 SHAFTER AV,SHAFTER AV,970B,AUTO BLOCKING DRIVEW,1684264306000,"[-122.2577691, 37.8372344]",6054093,2132083,C,12Y,CCD1,05/16/23  7:11:46 PM,1684287072000,12,2,1
1738601,LOP230516001137,8TH AV&FOOTHILL BLVD,AV&FOOTHILL BLVD,23103,RECKLESS DRIVING,1684264283000,"[-122.2495144, 37.7948669]",6056188,2116614,C,17X,CCD2,05/16/23  7:11:23 PM,1684264395000,17,3,2
1738602,LOP230516001139,8TH ST&MARKET ST,ST&MARKET ST,SECCK,SECURITY CHECK,1684264462000,"[-122.2826268, 37.8036552]",6046683,2119994,C,02X,CCD3,05/16/23  7:14:22 PM,1684265470000,2,1,1
1738603,LOP230516001140,MORCOM AV&NORMANDIE AV,AV&NORMANDIE AV,CKVEH,CHECK VEHICLE,1684264540000,"[-122.191257, 37.778261]",6072909,2110259,C,28X,CCD6,05/16/23  7:15:40 PM,1684295829000,28,4,3
1738604,LOP230516001141,30TH ST&MAGNOLIA ST,ST&MAGNOLIA ST,R10851,RECOVERED STOLEN VEH,1684264640000,"[-122.2827242, 37.8222744]",6046784,2126773,C,07X,CCD3,05/16/23  7:17:20 PM,1684270881000,7,1,1
1738605,LOP230516001143,5403 COLLEGE AV,COLLEGE AV,MEET,COMMUNITY MEETING,1684264682000,"[-122.2514326, 37.8402402]",6055943,2133143,C,12Y,CCD1,05/16/23  7:18:02 PM,1684266797000,12,2,1
