OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
1985074,LOP240224000929,5142 BANCROFT AV,BANCROFT AV,945A,AMBULANCE REQUESTED,1708801445000,"[-122.2049384, 37.771837]",6068913,2107992,C,27X,CCD4,02/24/24  7:04:05 PM,1708801445000,27,4,3
1985075,LOP240224000931,1045 76TH AV,76TH AV,945A,AMBULANCE REQUESTED,1708801504000,"[-122.1902128, 37.7547305]",6073056,2101687,C,26Y,CCD7,02/24/24  7:05:04 PM,1708802337000,26,4,3
1985076,LOP240224000932,17 NEVA CT,NEVA CT,945A,AMBULANCE REQUESTED,1708801508000,"[-122.2255996, 37.8447904]",6063432,2134661,C,13Y,CCD1,02/24/24  7:05:08 PM,1708801527000,13,2,1
1985077,LOP240224000930,51ST ST&BROADWAY,ST&BROADWAY,5150,MENTALLY ILL,1708801481000,"[-122.2523591, 37.8344445]",6055636,2131038,C,12X,CCD1,02/24/24  7:04:41 PM,1708803237000,12,2,1
1985078,LOP240224000933,11063 APRICOT ST,APRICOT ST,459,BURGLARY,1708801561000,"[-122.1703626, 37.7323003]",6078648,2093418,C,32X,CCD7,02/24/24  7:06:01 PM,1708803936000,32,5,3
1985079,LOP240224000934,316 CHESTER ST,CHESTER ST,911N,POLICE RELATED MATTE,1708801582000,"[-122.2968807, 37.8029884]",6042561,2119830,C,02Y,CCD3,02/24/24  7:06:22 PM,1708801595000,2,1,1
1985080,LOP240224000936,83RD AV&MACARTHUR BLVD,AV&MACARTHUR BLVD,949,SUSPICIOUS VEHICLE,1708801648000,"[-122.1643898, 37.762105]",6080568,2104238,C,35X,CCD7,02/24/24  7:07:28 PM,1708877298000,35,5,3
1985081,LOP240224000935,5142 BANCROFT AV,BANCROFT AV,OD,OVERDOSE,1708801628000,"[-122.2049384, 37.771837]",6068913,2107992,C,27X,CCD4,02/24/24  7:07:08 PM,1708805327000,27,4,3
1985082,LOP240224000938,98TH AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,23103,RECKLESS DRIVING,1708801770000,"[-122.1705299, 37.7443563]",6078678,2097808,C,33X,CCD7,02/24/24  7:09:30 PM,1708804187000,33,5,3
1985083,LOP240224000939,3179 MONTICELLO AV,MONTICELLO AV,911H,911 HANG-UP,1708801785000,"[-122.193824, 37.7824734]",6072195,2111806,C,28X,CCD6,02/24/24  7:09:45 PM,1708855966000,28,4,3
