OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
2033698,,,,,,,,,,,,,,,,,
2056577,LOP240516000976,1425 HARRISON ST,HARRISON ST,EVAL,EVALUATION,1715886216000,"[-122.2675222, 37.8032041]",6051043,2119747,C,04X,CCD3,05/16/24  7:03:36 PM,1715886219000,4,1,1
2056578,LOP240516000980,486 41ST ST,41ST ST,970C,AUTO IN RESTRICED ZO,1715886457000,"[-122.2636425, 37.8299199]",6052347,2129452,C,12X,CCD1,05/16/24  7:07:37 PM,1715902860000,12,2,1
2056579,LOP240516000977,7011 HAMILTON ST,HAMILTON ST,SECCK,SECURITY CHECK,1715886428000,"[-122.1922618, 37.7584175]",6072488,2103040,C,26Y,CCD7,05/16/24  7:07:08 PM,1715886722000,26,4,3
2056580,LOP240516000978,541 29TH ST,29TH ST,415C,415 UNKNOWN,1715886448000,"[-122.2681677, 37.8183898]",6050961,2125279,C,08X,CCD3,05/16/24  7:07:28 PM,1715886581000,8,2,1
2056581,LOP240516000979,300 EUCLID AV,EUCLID AV,SURV,UNITS ON SURVEILLANC,1715886453000,"[-122.2529171, 37.8139314]",6055335,2123573,C,14X,CCD3,05/16/24  7:07:33 PM,1715894390000,14,2,2
2056582,LOP240516000981,541 29TH ST,29TH ST,415C,415 UNKNOWN,1715886481000,"[-122.2681677, 37.8183898]",6050961,2125279,C,08X,CCD3,05/16/24  7:08:01 PM,1715886581000,8,2,1
2056583,LOP240516000982,7101 INTERNATIONAL BLVD,INTERNATIONAL BLVD,SECCK,SECURITY CHECK,1715886666000,"[-122.1890997, 37.7600945]",6073413,2103634,C,26Y,CCD7,05/16/24  7:11:06 PM,1715887082000,26,4,3
2056584,LOP240516000983,1371 12TH ST,12TH ST,WELCK,WELFARE CHECK -- CHE,1715886675000,"[-122.2913282, 37.8088852]",6044206,2121946,C,02X,CCD3,05/16/24  7:11:15 PM,1715886779000,2,1,1
2056585,LOP240516000985,19TH AV&FOOTHILL BLVD,AV&FOOTHILL BLVD,929,FIRE,1715886755000,"[-122.2394636, 37.7881293]",6059046,2114107,C,19X,CCD2,05/16/24  7:12:35 PM,1715886755000,19,3,2
2056586,LOP240516000986,1200 LAKESHORE AV,LAKESHORE AV,415E,LOUD MUSIC,1715886819000,"[-122.2588582, 37.7985762]",6053514,2118015,P,19X,CCD2,05/16/24  7:13:39 PM,1715886838000,19,3,2
