OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1764211,LOP230608001104,2517 24TH AV,24TH AV,415F,415 FAMILY,1686257900000,"[-122.2264608, 37.7905453]",6062819,2114917,C,21X,CCD5,06/08/23  8:58:20 PM,1686266145000,21,3,2
1764212,LOP230608001103,23RD ST&SAN PABLO AV,ST&SAN PABLO AV,EVAL,EVALUATION,1686257866000,"[-122.2743622, 37.8138964]",6049141,2123677,C,06X,CCD3,06/08/23  8:57:46 PM,1686268596000,6,1,1
1764238,LOP230608000988,642 54TH ST,54TH ST,933R,ALARM-RINGER,1686250969000,"[-122.2656701, 37.8394512]",6051827,2132933,C,11X,CCD1,06/08/23  7:02:49 PM,1686250970000,11,2,1
1764239,LOP230608000989,8300 OAKPORT ST,OAKPORT ST,459AU,AUTO BURGLARY,1686251008000,"[-122.1996878, 37.7395747]",6070217,2096219,C,31X,CCD7,06/08/23  7:03:28 PM,1686251812000,31,5,3
1764240,LOP230608000991,1924 WARNER AV,WARNER AV,211,ROBBERY,1686251057000,"[-122.1638892, 37.7457797]",6080607,2098292,C,32Y,CCD7,06/08/23  7:04:17 PM,1686266732000,32,5,3
1764241,LOP230608000992,8301 OAKPORT ST,OAKPORT ST,459AU,AUTO BURGLARY,1686251063000,"[-122.1997864, 37.7396502]",6070189,2096247,C,31X,CCD7,06/08/23  7:04:23 PM,1686257485000,31,5,3
1764242,LOP230608000994,4187 MANILA AV,MANILA AV,10851,STOLEN VEHICLE,1686251294000,"[-122.2571501, 37.8308408]",6054228,2129752,C,12X,CCD1,06/08/23  7:08:14 PM,1686271344000,12,2,1
1764243,LOP230608000995,8600 INTERNATIONAL BLVD,INTERNATIONAL BLVD,976,CAR STOP,1686251362000,"[-122.176727, 37.7528713]",6076942,2100940,A,34X,CCD7,06/08/23  7:09:22 PM,1686251363000,34,5,3
1764244,LOP230608000996,630 HIGH ST,HIGH ST,484,THEFT,1686251377000,"[-122.2211439, 37.767528]",6064201,2106509,C,26X,CCD5,06/08/23  7:09:37 PM,1686251479000,26,4,3
1764245,LOP230608000997,1540 JACKSON ST,JACKSON ST,415N,DISTURBANCE-NEIGHBOR,1686251410000,"[-122.2643969, 37.8032399]",6051946,2119743,C,04X,CCD3,06/08/23  7:10:10 PM,1686264774000,4,1,1
1764246,LOP230608000998,2060 FAIRMONT DR,FAIRMONT DR,JGP,,1686251596000,"[-122.1216502, 37.7098173]",6092591,2084985,C,35Y,,06/08/23  7:13:16 PM,1686267615000,35,5,3
