OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
2013148,LOP240409000983,2112 FRUITVALE AV,FRUITVALE AV,945A,AMBULANCE REQUESTED,1712689391000,"[-122.2224383, 37.7844046]",6063940,2112660,C,21Y,CCD5,04/09/24  7:03:11 PM,1712689399000,21,3,2
2013149,LOP240409000985,1315 16TH ST,16TH ST,911C,911 HANG UP FROM CP,1712689494000,"[-122.2890578, 37.8117901]",6044882,2122991,C,05X,CCD3,04/09/24  7:04:54 PM,1712689494000,5,1,1
2013150,LOP240409000984,7101 EDGEWATER DR,EDGEWATER DR,911C,911 HANG UP FROM CP,1712689471000,"[-122.2094674, 37.7488054]",6067451,2099631,C,31X,CCD7,04/09/24  7:04:31 PM,1712689474000,31,5,3
2013151,LOP240409000986,742 45TH AV,45TH AV,911C,911 HANG UP FROM CP,1712689521000,"[-122.2184175, 37.7672409]",6064987,2106390,C,26X,CCD5,04/09/24  7:05:21 PM,1712689535000,26,4,3
2013152,LOP240409000987,2841 13TH AV,13TH AV,933R,ALARM-RINGER,1712689546000,"[-122.2355392, 37.7991112]",6060254,2118084,C,17Y,CCD2,04/09/24  7:05:46 PM,1712689817000,17,3,2
2013153,LOP240409000989,309 MACARTHUR BLVD,MACARTHUR BLVD,945A,AMBULANCE REQUESTED,1712689698000,"[-122.2511076, 37.8129612]",6055851,2123210,C,14X,CCD3,04/09/24  7:08:18 PM,1712689701000,14,2,2
2013154,LOP240409000988,6829 LUCILLE ST,LUCILLE ST,484LP,STOLEN LICENSE PLATE,1712689670000,"[-122.1941776, 37.7589833]",6071938,2103256,P,26Y,CCD6,04/09/24  7:07:50 PM,1712689670000,26,4,3
2013155,LOP240409000992,3504 RICHMOND BLVD,RICHMOND BLVD,HAZ,HAZARDOUS SITUATION/,1712689848000,"[-122.2567373, 37.8214447]",6054283,2126329,C,09X,CCD3,04/09/24  7:10:48 PM,1712758137000,9,2,1
2013156,LOP240409000991,2047 27TH AV,27TH AV,594,VANDALISM,1712689836000,"[-122.2271001, 37.7852923]",6062599,2113008,C,21X,CCD5,04/09/24  7:10:36 PM,1712689948000,21,3,2
2013157,LOP240409000994,309 MACARTHUR BLVD,MACARTHUR BLVD,5150,MENTALLY ILL,1712689963000,"[-122.2511076, 37.8129612]",6055851,2123210,C,14X,CCD3,04/09/24  7:12:43 PM,1712695708000,14,2,2
