OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1676931,LOP230113000988,959 91ST AV,91ST AV,945A,AMBULANCE REQUESTED,1673636571000,"[-122.1812353, 37.7458659]",6075593,2098413,C,33X,CCD7,01/13/23  7:02:51 PM,1673636689000,33,5,3
1676932,LOP230113000991,1502 JACKSON ST,JACKSON ST,245,ASSAULT W/DEADLY WEA,1673636792000,"[-122.2646002, 37.8029073]",6051885,2119623,C,04X,CCD3,01/13/23  7:06:32 PM,1673637241000,4,1,1
1676933,LOP230113000990,51ST ST&BROADWAY,ST&BROADWAY,949,SUSPICIOUS VEHICLE,1673636788000,"[-122.2523591, 37.8344445]",6055636,2131038,C,12X,CCD1,01/13/23  7:06:28 PM,1673642756000,12,2,1
1676934,LOP230113000989,1502 JACKSON ST,JACKSON ST,215,CARJACKING,1673636761000,"[-122.2646002, 37.8029073]",6051885,2119623,C,04X,CCD3,01/13/23  7:06:01 PM,1673666899000,4,1,1
1676935,LOP230113000992,1 JACK LONDON SQ,JACK LONDON SQ,459AU,AUTO BURGLARY,1673636822000,"[-122.2698634, 37.7924976]",6050293,2115862,C,01X,CCD3,01/13/23  7:07:02 PM,1673636822000,1,1,1
1676936,LOP230113000993,43RD ST&TELEGRAPH AV,ST&TELEGRAPH AV,459AU,AUTO BURGLARY,1673636946000,"[-122.2638201, 37.8315654]",6052307,2130052,C,12X,CCD1,01/13/23  7:09:06 PM,1673638557000,12,2,1
1676937,LOP230113000994,10151 INTERNATIONAL BLVD,INTERNATIONAL BLVD,911C,911 HANG UP FROM CP,1673636989000,"[-122.1686804, 37.7417868]",6079196,2096863,C,32X,CCD7,01/13/23  7:09:49 PM,1673658841000,32,5,3
1676938,LOP230113000995,1535 23RD AV,23RD AV,459AU,AUTO BURGLARY,1673637035000,"[-122.2347525, 37.784702]",6060384,2112834,C,19X,CCD2,01/13/23  7:10:35 PM,1673637035000,19,3,2
1676939,LOP230113000996,3924 CERRITO AV,CERRITO AV,WELCK,WELFARE CHECK -- CHE,1673637191000,"[-122.2557694, 37.8262001]",6054595,2128055,C,09X,CCD1,01/13/23  7:13:11 PM,1673654199000,9,2,1
1676940,LOP230113000997,10000 SKYLINE BLVD,SKYLINE BLVD,HAZ,HAZARDOUS SITUATION/,1673637255000,"[-122.1829568, 37.8191226]",6075575,2125092,C,22Y,CCD4,01/13/23  7:14:15 PM,1673660355000,22,3,2
1676941,LOP230113000998,1800 MADISON ST,MADISON ST,911C,911 HANG UP FROM CP,1673637281000,"[-122.2620853, 37.8045902]",6052623,2120222,C,04X,CCD3,01/13/23  7:14:41 PM,1673645203000,4,1,1
