OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
1965092,LOP240207001086,1 AIRPORT DR,AIRPORT DR,FUEL,FUEL VEHICLE,1707332624000,"[-122.2102693, 37.7166148]",6067005,2087916,C,31X,CCD7,02/07/24  7:03:44 PM,1707334264000,31,5,3
1965093,LOP240207001088,4130 CARRINGTON ST,CARRINGTON ST,945A,AMBULANCE REQUESTED,1707332747000,"[-122.2111233, 37.7781996]",6067168,2110341,C,24X,CCD5,02/07/24  7:05:47 PM,1707332759000,24,4,2
1965095,LOP240207001089,1700 FRUITVALE AV,FRUITVALE AV,SECCK,SECURITY CHECK,1707332897000,"[-122.2238611, 37.7814338]",6063509,2111586,C,23X,CCD5,02/07/24  7:08:17 PM,1707335144000,23,4,2
1965096,LOP240207001091,700 WEBSTER ST,WEBSTER ST,HAZ,HAZARDOUS SITUATION/,1707332966000,"[-122.271725, 37.7985648]",6049797,2118081,C,03X,CCD2,02/07/24  7:09:26 PM,1707336270000,3,1,1
1965098,LOP240207001094,2022 TELEGRAPH AV,TELEGRAPH AV,911C,911 HANG UP FROM CP,1707333027000,"[-122.2694784, 37.8097506]",6050523,2122141,C,04X,CCD3,02/07/24  7:10:27 PM,1707333040000,4,1,1
1965099,LOP240207001093,20TH ST&TELEGRAPH AV,ST&TELEGRAPH AV,242,BATTERY,1707333022000,"[-122.2695884, 37.8095732]",6050490,2122077,C,04X,CCD3,02/07/24  7:10:22 PM,1707337015000,4,1,1
1965100,LOP240207001095,5500 BANCROFT AV,BANCROFT AV,SECCK,SECURITY CHECK,1707333031000,"[-122.1972392, 37.7716926]",6071137,2107899,C,29X,CCD6,02/07/24  7:10:31 PM,1707338193000,29,5,3
1965101,LOP240207001096,1755 EMBARCADERO,EMBARCADERO,977,WALKING STOP,1707333097000,"[-122.2441632, 37.7848571]",6057666,2112941,C,19X,CCD2,02/07/24  7:11:37 PM,1707340067000,19,3,2
1965102,LOP240207001097,3950 OAKMORE RD,OAKMORE RD,933R,ALARM-RINGER,1707333254000,"[-122.2149537, 37.8079988]",6066260,2121210,C,22X,CCD4,02/07/24  7:14:14 PM,1707350119000,22,3,2
1965103,LOP240207001092,FOOTHILL BLVD&RUTHERFORD ST,BLVD&RUTHERFORD ST,R10851,RECOVERED STOLEN VEH,1707332998000,"[-122.2236934, 37.7840512]",6063575,2112538,C,20X,CCD5,02/07/24  7:09:58 PM,1707344984000,20,3,2
