OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1666194,LOP221215000960,1051 ELMHURST AV,ELMHURST AV,970B,AUTO BLOCKING DRIVEW,1671130939000,"[-122.1778558, 37.7432662]",6076553,2097449,P,33X,CCD7,12/15/22  7:02:19 PM,1671130939000,33,5,3
1666195,LOP221215000962,3773 ANGELO AV,ANGELO AV,945A,AMBULANCE REQUESTED,1671131059000,"[-122.2034443, 37.7880179]",6069452,2113875,C,24Y,CCD4,12/15/22  7:04:19 PM,1671131059000,24,4,2
1666196,LOP221215000961,1918 102ND AV,102ND AV,10851,STOLEN VEHICLE,1671131042000,"[-122.1624078, 37.7429577]",6081017,2097257,C,32Y,CCD7,12/15/22  7:04:02 PM,1671137741000,32,5,3
1666197,LOP221215000963,455 7TH ST,7TH ST,INFO,BEAT INFORMATION,1671131166000,"[-122.2743715, 37.7995112]",6049039,2118440,C,03Y,CCD3,12/15/22  7:06:06 PM,1671131189000,3,1,1
1666198,LOP221215000964,1135 66TH AV,66TH AV,242,BATTERY,1671131277000,"[-122.1968045, 37.7599316]",6071185,2103615,C,26Y,CCD6,12/15/22  7:07:57 PM,1671131282000,26,4,3
1666199,LOP221215000965,54TH ST&MARTIN LUTHER KING JR WY,ST&MARTIN LUTHER KING JR WY,901,VEHICLE COLLISION/PR,1671131379000,"[-122.2696053, 37.8388951]",6050687,2132752,C,10Y,CCD1,12/15/22  7:09:39 PM,1671146964000,10,2,1
1666200,LOP221215000966,6746 GUNN DR,GUNN DR,MSDIAL,MISDIAL,1671131515000,"[-122.1914281, 37.8337928]",6073225,2130477,C,13Z,CCD4,12/15/22  7:11:55 PM,1671131515000,13,2,1
1666201,LOP221215000968,2317 65TH AV,65TH AV,933R,ALARM-RINGER,1671131555000,"[-122.1892829, 37.7664754]",6073402,2105958,C,27Y,CCD6,12/15/22  7:12:35 PM,1671187402000,27,4,3
1666202,LOP221215000967,1314 98TH AV,98TH AV,278_5,VIOLATION OF CUSTODY,1671131548000,"[-122.1719388, 37.7436332]",6078266,2097552,C,32X,CCD7,12/15/22  7:12:28 PM,1671151129000,32,5,3
1666203,LOP221215000970,1314 98TH AV,98TH AV,278_5,VIOLATION OF CUSTODY,1671131641000,"[-122.1719388, 37.7436332]",6078266,2097552,C,32X,CCD7,12/15/22  7:14:01 PM,1671133088000,32,5,3
1666204,LOP221215000969,8TH ST&HENRY ST,ST&HENRY ST,933AU,AUTO ALARM,1671131632000,"[-122.2966832, 37.8068425]",6042645,2121232,C,02Y,CCD3,12/15/22  7:13:52 PM,1671142014000,2,1,1
