OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
1780658,LOP230621001072,117 BROADWAY,BROADWAY,933R,ALARM-RINGER,1687374133000,"[-122.2767719, 37.7955196]",6048318,2117000,C,01X,CCD3,06/21/23  7:02:13 PM,1687376947000,1,1,1
1780659,LOP230621001071,455 7TH ST,7TH ST,10851,STOLEN VEHICLE,1687374116000,"[-122.2743715, 37.7995112]",6049039,2118440,C,03Y,CCD3,06/21/23  7:01:56 PM,1687376082000,3,1,1
1780660,LOP230621001073,230 BAY PL,BAY PL,242,BATTERY,1687374261000,"[-122.2612883, 37.8127327]",6052909,2123182,C,14X,CCD3,06/21/23  7:04:21 PM,1687395351000,14,2,2
1780661,LOP230621001074,2657 E 16TH ST,E 16TH ST,10851,STOLEN VEHICLE,1687374357000,"[-122.2304475, 37.782642]",6061614,2112061,P,20X,CCD5,06/21/23  7:05:57 PM,1687374358000,20,3,2
1780662,LOP230621001075,3860 MARTIN LUTHER KING JR WY,MARTIN LUTHER KING JR WY,911C,911 HANG UP FROM CP,1687374375000,"[-122.2687207, 37.8283744]",6050870,2128917,C,06X,CCD1,06/21/23  7:06:15 PM,1687374376000,6,1,1
1780663,LOP230621001076,350 HAWTHORNE AV,HAWTHORNE AV,911N,POLICE RELATED MATTE,1687374504000,"[-122.2629308, 37.8208057]",6052490,2126130,C,08X,CCD3,06/21/23  7:08:24 PM,1687374504000,8,2,1
1780664,LOP230621001079,9500 STEARNS AV,STEARNS AV,911C,911 HANG UP FROM CP,1687374617000,"[-122.156361, 37.7533351]",6082832,2101004,C,35X,CCD7,06/21/23  7:10:17 PM,1687374620000,35,5,3
1780665,LOP230621001081,9317 THERMAL ST,THERMAL ST,945A,AMBULANCE REQUESTED,1687374626000,"[-122.1594882, 37.7537882]",6081931,2101185,C,35X,CCD7,06/21/23  7:10:26 PM,1687374626000,35,5,3
1780666,LOP230621001080,1841 ROSEDALE AV,ROSEDALE AV,247,SHOOTING AT/INTO AN,1687374623000,"[-122.2151881, 37.7766353]",6065983,2109793,C,23X,CCD5,06/21/23  7:10:23 PM,1687400506000,23,4,2
1780667,LOP230621001083,1457 FRUITVALE AV,FRUITVALE AV,911H,911 HANG-UP,1687374679000,"[-122.2255731, 37.7782582]",6062993,2110439,C,20X,CCD5,06/21/23  7:11:19 PM,1687395219000,20,3,2
