OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
1944504,LOP240121001003,1200 LAKESHORE AV,LAKESHORE AV,459AU,AUTO BURGLARY,1705863841000,"[-122.2588582, 37.7985762]",6053514,2118015,P,19X,CCD2,01/21/24  7:04:01 PM,1705942441000,19,3,2
1944505,LOP240121001002,500 CLAY ST,CLAY ST,SECCK,SECURITY CHECK,1705863826000,"[-122.2775274, 37.7988841]",6048123,2118229,C,01X,CCD3,01/21/24  7:03:46 PM,1705867479000,1,1,1
1944506,LOP240121001007,378 11TH ST,11TH ST,602L,TRESPASS:,1705863916000,"[-122.2707356, 37.8016424]",6050104,2119196,C,03X,CCD2,01/21/24  7:05:16 PM,1705865026000,3,1,1
1944507,LOP240121001008,1415 HARRISON ST,HARRISON ST,911C,911 HANG UP FROM CP,1705863934000,"[-122.2675787, 37.8031071]",6051026,2119712,C,04X,CCD3,01/21/24  7:05:34 PM,1705865593000,4,1,1
1944508,LOP240121001006,6219 EASTLAWN ST,EASTLAWN ST,929,FIRE,1705863910000,"[-122.1992424, 37.7624483]",6070497,2104544,C,26Y,CCD6,01/21/24  7:05:10 PM,1705863910000,26,4,3
1944509,LOP240121001009,4TH ST&MADISON ST,ST&MADISON ST,901A,VEHICLE COLLISION-PE,1705863982000,"[-122.2683743, 37.7946515]",6050738,2116638,C,01X,CCD3,01/21/24  7:06:22 PM,1705871935000,1,1,1
1944510,LOP240121001010,MACARTHUR BLVD&PARK BLVD,BLVD&PARK BLVD,HAZ,HAZARDOUS SITUATION/,1705864043000,"[-122.233815, 37.8039929]",6060785,2119852,C,15X,CCD2,01/21/24  7:07:23 PM,1705885301000,15,3,2
1944511,LOP240121001012,4000 ALAMEDA AV,ALAMEDA AV,211,ROBBERY,1705864148000,"[-122.2224359, 37.7681848]",6063832,2106755,C,23X,CCD5,01/21/24  7:09:08 PM,1705868699000,23,4,2
1944512,LOP240121001013,1718 89TH AV,89TH AV,ASSIST,ASSIST,1705864179000,"[-122.1713679, 37.7519311]",6078485,2100570,C,34X,CCD7,01/21/24  7:09:39 PM,1705866256000,34,5,3
1944513,LOP240121001004,799 46TH AV,46TH AV,911C,911 HANG UP FROM CP,1705863882000,"[-122.2167427, 37.7669384]",6065469,2106271,C,26X,CCD5,01/21/24  7:04:42 PM,1705863882000,26,4,3
1944529,LOP240121001014,1357 62ND AV,62ND AV,215,CARJACKING,1705864199000,"[-122.1981296, 37.7634147]",6070825,2104890,C,26Y,CCD6,01/21/24  7:09:59 PM,1705869568000,26,4,3
