OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1732680,LOP230511000958,1045 71ST AV,71ST AV,BTNFO,BEAT INFORMATION,1683831737000,"[-122.1928705, 37.757343]",6072305,2102652,P,26Y,CCD7,05/11/23  7:02:17 PM,1683831737000,26,4,3
1732681,LOP230511000959,10850 MACARTHUR BLVD,MACARTHUR BLVD,415A,DISTURBANCE-AUTO,1683831760000,"[-122.1501119, 37.7415951]",6084563,2096698,C,32Y,CCD7,05/11/23  7:02:40 PM,1683831760000,32,5,3
1732682,LOP230511000961,650 34TH ST,34TH ST,911C,911 HANG UP FROM CP,1683831818000,"[-122.2700681, 37.8234484]",6050447,2127131,C,06X,CCD3,05/11/23  7:03:38 PM,1683831835000,6,1,1
1732683,LOP230511000960,5441 RUTH AV,RUTH AV,945A,AMBULANCE REQUESTED,1683831806000,"[-122.1962264, 37.7738579]",6071444,2108682,C,27X,CCD4,05/11/23  7:03:26 PM,1683831806000,27,4,3
1732684,LOP230511000962,4203 PIEDMONT AV,PIEDMONT AV,459AU,AUTO BURGLARY,1683831934000,"[-122.2506923, 37.8278]",6056072,2128610,C,09X,CCD1,05/11/23  7:05:34 PM,1683831934000,9,2,1
1732685,LOP230511000965,2025 BROADWAY,BROADWAY,SPEC,SPECIAL ASSIGNMENT,1683831993000,"[-122.2681526, 37.8093255]",6050903,2121979,C,04X,CCD3,05/11/23  7:06:33 PM,1683840829000,4,1,1
1732686,LOP230511000964,201 E 12TH ST,E 12TH ST,243E,BATTERY ON CO-HABITA,1683831980000,"[-122.2575172, 37.7970552]",6053891,2117454,C,19X,CCD2,05/11/23  7:06:20 PM,1683834897000,19,3,2
1732687,LOP230511000963,650 34TH ST,34TH ST,MSDIAL,MISDIAL,1683831959000,"[-122.2700681, 37.8234484]",6050447,2127131,C,06X,CCD3,05/11/23  7:05:59 PM,1683831959000,6,1,1
1732688,LOP230511000966,990 18TH ST,18TH ST,415C,415 UNKNOWN,1683832001000,"[-122.2817449, 37.8116261]",6046993,2122891,C,05X,CCD3,05/11/23  7:06:41 PM,1683834291000,5,1,1
1732689,LOP230511000969,5TH ST&KIRKHAM ST,ST&KIRKHAM ST,459,BURGLARY,1683832065000,"[-122.2927775, 37.8035233]",6043750,2120002,C,02X,CCD3,05/11/23  7:07:45 PM,1683837344000,2,1,1
1732690,LOP230511000968,8TH ST&HARRISON ST,ST&HARRISON ST,242,BATTERY,1683832049000,"[-122.2701934, 37.7987939]",6050241,2118156,C,03X,CCD2,05/11/23  7:07:29 PM,1683832930000,3,1,1
