OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1747838,LOP230524001098,6042 OLD QUARRY LOOP,OLD QUARRY LOOP,R10851,RECOVERED STOLEN VEH,1684955051000,"[-122.1645605, 37.7777538]",6080620,2109936,P,25Y,CCD6,05/24/23  7:04:11 PM,1685023869000,25,4,2
1747839,LOP230524001097,8400 EDES AV,EDES AV,911N,POLICE RELATED MATTE,1684955038000,"[-122.1956856, 37.7424423]",6071393,2097242,C,31Y,CCD7,05/24/23  7:03:58 PM,1684955041000,31,5,3
1747840,LOP230524001099,6226 CAMDEN ST,CAMDEN ST,415C,415 UNKNOWN,1684955055000,"[-122.1831832, 37.773523]",6075211,2108492,P,29X,CCD6,05/24/23  7:04:15 PM,1684955055000,29,5,3
1747841,LOP230524001100,31 JEWELL CT,JEWELL CT,415TH,415 THREATS,1684955104000,"[-122.2054095, 37.8454053]",6069265,2134778,C,13Y,CCD4,05/24/23  7:05:04 PM,1685038829000,13,2,1
1747842,LOP230524001102,98TH AV&BANCROFT AV,AV&BANCROFT AV,242,BATTERY,1684955175000,"[-122.1619683, 37.7483614]",6081179,2099222,C,32Y,CCD7,05/24/23  7:06:15 PM,1684961287000,32,5,3
1747843,LOP230524001101,195 41ST ST,41ST ST,911H,911 HANG-UP,1684955171000,"[-122.2537298, 37.8273758]",6055192,2128472,C,09X,CCD1,05/24/23  7:06:11 PM,1684964742000,9,2,1
1747844,LOP230524001104,98TH AV&EDES AV,AV&EDES AV,23103,RECKLESS DRIVING,1684955229000,"[-122.1832456, 37.7364212]",6074950,2094985,C,31Y,CCD7,05/24/23  7:07:09 PM,1684956252000,31,5,3
1747845,LOP230524001103,GRAND AV&HARRISON ST,AV&HARRISON ST,SECCK,SECURITY CHECK,1684955221000,"[-122.2623741, 37.8109228]",6052583,2122529,C,04X,CCD3,05/24/23  7:07:01 PM,1684969135000,4,1,1
1747846,LOP230524001106,GRAND AV&PERKINS ST,AV&PERKINS ST,415TH,415 THREATS,1684955323000,"[-122.2561512, 37.8089665]",6054367,2121783,C,14X,CCD3,05/24/23  7:08:43 PM,1684955370000,14,2,2
1747847,LOP230524001105,3401 INTERNATIONAL BLVD,INTERNATIONAL BLVD,415C,415 UNKNOWN,1684955315000,"[-122.2238629, 37.7765939]",6063476,2109824,C,23X,CCD5,05/24/23  7:08:35 PM,1684955377000,23,4,2
1747848,LOP230524001107,885 69TH AV,69TH AV,278_5,VIOLATION OF CUSTODY,1684955326000,"[-122.1967624, 37.7565756]",6071175,2102393,C,26Y,CCD6,05/24/23  7:08:46 PM,1684955363000,26,4,3
