OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1749246,LOP230526001054,10970 INTERNATIONAL BLVD,INTERNATIONAL BLVD,415C,415 UNKNOWN,1685130630000,"[-122.1644486, 37.7363146]",6080384,2094849,C,32X,CCD7,05/26/23  7:50:30 PM,1685130631000,32,5,3
1749248,LOP230526001221,9021 B ST,B ST,945A,AMBULANCE REQUESTED,1685141234000,"[-122.1779401, 37.7480718]",6076560,2099199,C,33X,CCD7,05/26/23 10:47:14 PM,1685141236000,33,5,3
1750009,LOP230526001009,3507 VICTOR AV,VICTOR AV,INFO,BEAT INFORMATION,1685127745000,"[-122.1930912, 37.7979978]",6072509,2117454,C,25X,CCD4,05/26/23  7:02:25 PM,1685127748000,25,4,2
1750010,LOP230526001010,2112 FRUITVALE AV,FRUITVALE AV,911C,911 HANG UP FROM CP,1685127766000,"[-122.2224383, 37.7844046]",6063940,2112660,C,21Y,CCD5,05/26/23  7:02:46 PM,1685127766000,21,3,2
1750011,LOP230526001011,5345 FOOTHILL BLVD,FOOTHILL BLVD,911C,911 HANG UP FROM CP,1685127854000,"[-122.1998063, 37.7725758]",6070401,2108234,C,27X,CCD4,05/26/23  7:04:14 PM,1685173826000,27,4,3
1750012,LOP230526001012,590 2ND ST,2ND ST,459AU,AUTO BURGLARY,1685127873000,"[-122.2797046, 37.7974284]",6047484,2117711,C,01X,CCD3,05/26/23  7:04:33 PM,1685127875000,1,1,1
1750013,LOP230526001013,40 MOSS AV,MOSS AV,900,MISCELLANEOUS/UNKNOW,1685127934000,"[-122.2520321, 37.8195672]",6055629,2125620,C,14Y,CCD2,05/26/23  7:05:34 PM,1685128123000,14,2,2
1750015,LOP230526001014,8TH ST&FRANKLIN ST,ST&FRANKLIN ST,SECCK,SECURITY CHECK,1685127995000,"[-122.2725591, 37.7997197]",6049564,2118506,C,03X,CCD2,05/26/23  7:06:35 PM,1685131067000,3,1,1
1750016,LOP230526001015,3615 PENNIMAN AV,PENNIMAN AV,EVAL,EVALUATION,1685128121000,"[-122.2057941, 37.789209]",6068781,2114321,C,24Y,CCD4,05/26/23  7:08:41 PM,1685128644000,24,4,2
1750017,LOP230526001016,133 12TH ST,12TH ST,911C,911 HANG UP FROM CP,1685128141000,"[-122.2645575, 37.7999468]",6051877,2118545,C,03X,CCD2,05/26/23  7:09:01 PM,1685128141000,3,1,1
1750018,LOP230526001017,EB I580&SB S13,I580&SB S13,HAZ,HAZARDOUS SITUATION/,1685128155000,"[-122.1781769, 37.7835212]",6076723,2112106,C,28X,CCD6,05/26/23  7:09:15 PM,1685154015000,28,4,3
