OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1681076,LOP230117001022,8428 DOWLING ST,DOWLING ST,243E,BATTERY ON CO-HABITA,1673982175000,"[-122.1673177, 37.7590587]",6079702,2103144,C,35X,CCD6,01/17/23  7:02:55 PM,1674003200000,35,5,3
1681077,LOP230117001025,7515 INTERNATIONAL BLVD,INTERNATIONAL BLVD,242,BATTERY,1673982276000,"[-122.1854727, 37.7583665]",6074450,2102986,P,26Y,CCD7,01/17/23  7:04:36 PM,1674057428000,26,4,3
1681078,LOP230117001023,890 27TH ST,27TH ST,415,DISTURBING THE PEACE,1673982243000,"[-122.277116, 37.8175631]",6048371,2125027,C,07X,CCD3,01/17/23  7:04:03 PM,1673982249000,7,1,1
1681079,LOP230117001028,839 UNION ST,UNION ST,945A,AMBULANCE REQUESTED,1673982347000,"[-122.2899639, 37.8057196]",6044578,2120786,C,02X,CCD3,01/17/23  7:05:47 PM,1673982348000,2,1,1
1681080,LOP230117001026,185 98TH AV,98TH AV,911C,911 HANG UP FROM CP,1673982341000,"[-122.1943371, 37.7294172]",6071697,2092493,C,31Y,CCD7,01/17/23  7:05:41 PM,1673988359000,31,5,3
1681081,LOP230117001029,3706 SANTA RITA ST,SANTA RITA ST,911C,911 HANG UP FROM CP,1673982423000,"[-122.2113692, 37.7837638]",6067134,2112368,C,24X,CCD5,01/17/23  7:07:03 PM,1673988369000,24,4,2
1681082,LOP230117001031,MEAD AV&SAN PABLO AV,AV&SAN PABLO AV,HAZ,HAZARDOUS SITUATION/,1673982458000,"[-122.275199, 37.8164575]",6048917,2124614,C,07X,CCD3,01/17/23  7:07:38 PM,1673997471000,7,1,1
1681083,LOP230117001033,90TH AV&BANCROFT AV,AV&BANCROFT AV,5150,MENTALLY ILL,1673982555000,"[-122.1658242, 37.753556]",6080098,2101133,C,34X,CCD7,01/17/23  7:09:15 PM,1673993070000,34,5,3
1681084,LOP230117001035,548 105TH AV,105TH AV,907,PEEPING TOM,1673982615000,"[-122.1792562, 37.7319184]",6076074,2093325,C,31Z,CCD7,01/17/23  7:10:15 PM,1674016443000,31,5,3
1681085,LOP230117001037,11TH ST&BRUSH ST,ST&BRUSH ST,20002,HIT & RUN (PROPERTY,1673982646000,"[-122.2799354, 37.8051819]",6047471,2120535,C,02X,CCD3,01/17/23  7:10:46 PM,1673984242000,2,1,1
1681087,LOP230117001036,3703 HIGH ST,HIGH ST,911C,911 HANG UP FROM CP,1673982630000,"[-122.1926192, 37.7885282]",6072583,2114004,C,25X,CCD4,01/17/23  7:10:30 PM,1673982630000,25,4,2
