OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
2016800,LOP240412001134,3907 PIEDMONT AV,PIEDMONT AV,602L,TRESPASS:,1712956784000,"[-122.2543972, 37.8249899]",6054983,2127607,C,09X,CCD1,04/12/24  9:19:44 PM,1712986458000,9,2,1
2016801,LOP240412001135,1698 7TH ST,7TH ST,911C,911 HANG UP FROM CP,1712956839000,"[-122.3008201, 37.8066888]",6041449,2121199,C,02Y,CCD3,04/12/24  9:20:39 PM,1712962125000,2,1,1
2016802,LOP240412001136,2500 WALLACE ST,WALLACE ST,243E,BATTERY ON CO-HABITA,1712956861000,"[-122.2348615, 37.7952921]",6060424,2116690,C,18Y,CCD2,04/12/24  9:21:01 PM,1712966716000,18,3,2
2016803,LOP240412001137,8497 NEY AV,NEY AV,242,BATTERY,1712956900000,"[-122.1574741, 37.7622876]",6082568,2104269,C,35X,CCD7,04/12/24  9:21:40 PM,1712991968000,35,5,3
2016804,LOP240412001138,7101 EDGEWATER DR,EDGEWATER DR,911C,911 HANG UP FROM CP,1712956901000,"[-122.2094674, 37.7488054]",6067451,2099631,C,31X,CCD7,04/12/24  9:21:41 PM,1712956904000,31,5,3
2016805,LOP240412001139,3219 BROOKDALE AV,BROOKDALE AV,945A,AMBULANCE REQUESTED,1712956981000,"[-122.2130634, 37.7908918]",6066692,2114972,C,21Y,CCD5,04/12/24  9:23:01 PM,1712956999000,21,3,2
2016806,LOP240412001141,2112 FRUITVALE AV,FRUITVALE AV,415C,415 UNKNOWN,1712957045000,"[-122.2224383, 37.7844046]",6063940,2112660,C,21Y,CCD5,04/12/24  9:24:05 PM,1712957074000,21,3,2
2016807,LOP240412001140,700 WILLOW ST,WILLOW ST,945A,AMBULANCE REQUESTED,1712957028000,"[-122.3007916, 37.8066535]",6041457,2121186,C,02Y,CCD3,04/12/24  9:23:48 PM,1712957129000,2,1,1
2016808,LOP240412001142,CHANDLER ST&TUCKER ST,ST&TUCKER ST,20002,HIT & RUN (PROPERTY,1712957086000,"[-122.1644374, 37.7379766]",6080398,2095454,C,32X,CCD7,04/12/24  9:24:46 PM,1712963974000,32,5,3
2016809,LOP240412001144,4212 MACARTHUR BLVD,MACARTHUR BLVD,911N,POLICE RELATED MATTE,1712957193000,"[-122.1956792, 37.7883936]",6071698,2113971,C,25X,CCD4,04/12/24  9:26:33 PM,1712957223000,25,4,2
