OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
1937316,LOP240115001017,3401 INTERNATIONAL BLVD,INTERNATIONAL BLVD,945A,AMBULANCE REQUESTED,1705345531000,"[-122.2238629, 37.7765939]",6063476,2109824,C,23X,CCD5,01/15/24  7:05:31 PM,1705345534000,23,4,2
1937317,LOP240115001016,2654 HARRISON ST,HARRISON ST,415GS,415 GUNSHOTS,1705345529000,"[-122.2601133, 37.8142829]",6053259,2123740,C,14X,CCD3,01/15/24  7:05:29 PM,1705348653000,14,2,2
1937318,LOP240115001019,7438 WELD ST,WELD ST,945A,AMBULANCE REQUESTED,1705345583000,"[-122.1810994, 37.7617251]",6075736,2104186,C,30X,CCD6,01/15/24  7:06:23 PM,1705345587000,30,5,3
1937319,LOP240115001020,2127 100TH AV,100TH AV,211,ROBBERY,1705345586000,"[-122.1604533, 37.7451168]",6081596,2098033,P,32Y,CCD7,01/15/24  7:06:26 PM,1705345587000,32,5,3
1937320,LOP240115001021,2361 E 29TH ST,E 29TH ST,945A,AMBULANCE REQUESTED,1705345643000,"[-122.225564, 37.7952939]",6063110,2116641,C,21X,CCD5,01/15/24  7:07:23 PM,1705345649000,21,3,2
1937321,LOP240115001024,1650 14TH ST,14TH ST,SECCK,SECURITY CHECK,1705345688000,"[-122.2952413, 37.8120697]",6043098,2123127,C,05Y,CCD3,01/15/24  7:08:08 PM,1705348709000,5,1,1
1937322,LOP240115001023,1438 44TH AV,44TH AV,911N,POLICE RELATED MATTE,1705345683000,"[-122.2137525, 37.7721596]",6066368,2108156,C,27X,CCD5,01/15/24  7:08:03 PM,1705345756000,27,4,3
1937323,LOP240115001026,408 15TH ST,15TH ST,945A,AMBULANCE REQUESTED,1705345707000,"[-122.2694218, 37.8049089]",6050506,2120378,C,04X,CCD3,01/15/24  7:08:27 PM,1705345707000,4,1,1
1937324,LOP240115001027,7438 WELD ST,WELD ST,945A,AMBULANCE REQUESTED,1705345757000,"[-122.1810994, 37.7617251]",6075736,2104186,C,30X,CCD6,01/15/24  7:09:17 PM,1705345768000,30,5,3
1937325,LOP240115001028,601 HEGENBERGER RD,HEGENBERGER RD,911C,911 HANG UP FROM CP,1705345780000,"[-122.1962472, 37.7455244]",6071251,2098367,C,31X,CCD7,01/15/24  7:09:40 PM,1705353400000,31,5,3
1937326,LOP240115001029,23RD AV&SB I880,AV&SB I880,HAZ,HAZARDOUS SITUATION/,1705346034000,"[-122.2368197, 37.7771975]",6059736,2110113,C,19X,CCD5,01/15/24  7:13:54 PM,1705346034000,19,3,2
