OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1670524,LOP230107000835,10800 INTERNATIONAL BLVD,INTERNATIONAL BLVD,BTNFO,BEAT INFORMATION,1673118164000,"[-122.1653473, 37.7375243]",6080132,2095294,C,32X,CCD7,01/07/23  7:02:44 PM,1673122134000,32,5,3
1670525,LOP230107000836,1185 63RD ST,63RD ST,484LP,STOLEN LICENSE PLATE,1673118181000,"[-122.2861628, 37.8451555]",6045950,2135122,C,10X,CCD1,01/07/23  7:03:01 PM,1673118357000,10,2,1
1670526,LOP230107000837,5836 LAWTON AV,LAWTON AV,945A,AMBULANCE REQUESTED,1673118197000,"[-122.2472231, 37.8441564]",6057185,2134546,C,12Y,CCD1,01/07/23  7:03:17 PM,1673118199000,12,2,1
1670527,LOP230107000838,2323 BROADWAY,BROADWAY,933R,ALARM-RINGER,1673118203000,"[-122.2661848, 37.8124727]",6051493,2123114,C,08X,CCD3,01/07/23  7:03:23 PM,1673128131000,8,2,1
1670528,LOP230107000839,1807 27TH AV,27TH AV,415F,415 FAMILY,1673118283000,"[-122.2283531, 37.7839583]",6062228,2112529,C,20X,CCD5,01/07/23  7:04:43 PM,1673133652000,20,3,2
1670529,LOP230107000841,49TH ST&SHATTUCK AV,ST&SHATTUCK AV,594,VANDALISM,1673118505000,"[-122.2639341, 37.8359256]",6052304,2131640,C,12X,CCD1,01/07/23  7:08:25 PM,1673118510000,12,2,1
1670530,LOP230107000840,2800 SYLHOWE RD,SYLHOWE RD,SUSP,SUSPECT,1673118497000,"[-122.1942241, 37.8068371]",6072240,2120678,C,22Y,CCD4,01/07/23  7:08:17 PM,1673138840000,22,3,2
1670531,LOP230107000842,1757 28TH AV,28TH AV,415TH,415 THREATS,1673118661000,"[-122.2270416, 37.7829254]",6062600,2112146,C,20X,CCD5,01/07/23  7:11:01 PM,1673134234000,20,3,2
1670532,LOP230107000843,67TH AV&AVENAL AV,AV&AVENAL AV,415GS,415 GUNSHOTS,1673118846000,"[-122.1867983, 37.7652474]",6074112,2105498,C,30X,CCD6,01/07/23  7:14:06 PM,1673119061000,30,5,3
1670533,LOP230107000844,58TH AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,STALL,STALLED VEH,1673118890000,"[-122.2003501, 37.765495]",6070197,2105659,C,26Y,CCD5,01/07/23  7:14:50 PM,1673131506000,26,4,3
1670534,LOP230107000845,6501 FLORA ST,FLORA ST,945A,AMBULANCE REQUESTED,1673118901000,"[-122.1909935, 37.7651654]",6072899,2105490,C,27Y,CCD6,01/07/23  7:15:01 PM,1673118901000,27,4,3
