OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
1767506,LOP230611000911,E 22ND ST&COOLIDGE AV,22ND ST&COOLIDGE AV,R10851,RECOVERED STOLEN VEH,1686513699000,"[-122.2208242, 37.7838981]",6064403,2112467,C,21Y,CCD5,06/11/23  8:01:39 PM,1686514651000,21,3,2
1767528,LOP230611000840,13TH ST&WEBSTER ST,ST&WEBSTER ST,970,AUTO IMPROPERLY PARK,1686510204000,"[-122.2692239, 37.8027034]",6050548,2119574,C,03X,CCD2,06/11/23  7:03:24 PM,1686533709000,3,1,1
1767529,LOP230611000841,2243 98TH AV,98TH AV,459,BURGLARY,1686510222000,"[-122.1612199, 37.7487729]",6081398,2099368,C,35X,CCD7,06/11/23  7:03:42 PM,1686510253000,35,5,3
1767530,LOP230611000843,3145 LYNDE ST,LYNDE ST,10851,STOLEN VEHICLE,1686510317000,"[-122.2169825, 37.7901866]",6065555,2114736,P,21Y,CCD5,06/11/23  7:05:17 PM,1686510339000,21,3,2
1767531,LOP230611000842,6TH ST&OAK ST,ST&OAK ST,970A,VEHICLE PARKED ON SI,1686510287000,"[-122.2663529, 37.7955278]",6051328,2116946,C,03X,CCD2,06/11/23  7:04:47 PM,1686541408000,3,1,1
1767532,LOP230611000846,8100 PLYMOUTH ST,PLYMOUTH ST,10851,STOLEN VEHICLE,1686510403000,"[-122.1762147, 37.7582238]",6077125,2102886,C,30X,CCD6,06/11/23  7:06:43 PM,1686517693000,30,5,3
1767533,LOP230611000844,1131 24TH ST,24TH ST,415C,415 UNKNOWN,1686510365000,"[-122.2830034, 37.8170293]",6046667,2124865,C,07X,CCD3,06/11/23  7:06:05 PM,1686510412000,7,1,1
1767534,LOP230611000847,2915 HOLYROOD DR,HOLYROOD DR,INFO,BEAT INFORMATION,1686510421000,"[-122.1909858, 37.8224358]",6073278,2126340,C,13Z,CCD4,06/11/23  7:07:01 PM,1686510446000,13,2,1
1767535,LOP230611000849,330 ATHOL AV,ATHOL AV,243E,BATTERY ON CO-HABITA,1686510535000,"[-122.2479189, 37.8017905]",6056696,2119126,C,15X,CCD2,06/11/23  7:08:55 PM,1686531651000,15,3,2
1767536,LOP230611000848,510 21ST ST,21ST ST,415N,DISTURBANCE-NEIGHBOR,1686510513000,"[-122.2696921, 37.8104396]",6050466,2122393,C,04X,CCD3,06/11/23  7:08:33 PM,1686528085000,4,1,1
