OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1689681,LOP230125001037,2007 39TH AV,39TH AV,921,CAR PROWLER OR CLOUT,1674673337000,"[-122.214344, 37.7796443]",6066247,2110884,C,24X,CCD5,01/25/23  7:02:17 PM,1674693643000,24,4,2
1689682,LOP230125001038,3525 LYON AV,LYON AV,945A,AMBULANCE REQUESTED,1674673412000,"[-122.2116967, 37.7867118]",6067059,2113443,C,24X,CCD4,01/25/23  7:03:32 PM,1674673412000,24,4,2
1689683,LOP230125001039,1880 PLEASANT VALLEY AV,PLEASANT VALLEY AV,911N,POLICE RELATED MATTE,1674673421000,"[-122.2478876, 37.8306049]",6056901,2129616,C,09X,CCD1,01/25/23  7:03:41 PM,1674673421000,9,2,1
1689684,LOP230125001040,1200 LAKESHORE AV,LAKESHORE AV,SPEC,SPECIAL ASSIGNMENT,1674673439000,"[-122.2588582, 37.7985762]",6053514,2118015,C,19X,CCD2,01/25/23  7:03:59 PM,1674686665000,19,3,2
1689685,LOP230125001041,3765 BROWN AV,BROWN AV,415SS,415 SHOT SPOTTER GUN,1674673453000,"[-122.196605, 37.7930113]",6071461,2115657,C,25X,CCD4,01/25/23  7:04:13 PM,1674676487000,25,4,2
1689686,LOP230125001046,56TH ST&GASKILL ST,ST&GASKILL ST,R10851,RECOVERED STOLEN VEH,1674673778000,"[-122.2801413, 37.8393244]",6047648,2132966,C,10X,CCD1,01/25/23  7:09:38 PM,1674713868000,10,2,1
1689687,LOP230125001047,E 28TH ST&9TH AV,28TH ST&9TH AV,918,PERSON SCREAMING,1674673858000,"[-122.2383639, 37.8014758]",6059454,2118960,C,17Y,CCD2,01/25/23  7:10:58 PM,1674676864000,17,3,2
1689688,LOP230125001049,SNAKE RD&THORNHILL DR,RD&THORNHILL DR,10851,STOLEN VEHICLE,1674673892000,"[-122.2006189, 37.8382944]",6070601,2132164,C,13Z,CCD4,01/25/23  7:11:32 PM,1674673893000,13,2,1
1689689,LOP230125001050,695 HEGENBERGER RD,HEGENBERGER RD,415C,415 UNKNOWN,1674673930000,"[-122.1966156, 37.7496915]",6071172,2099886,C,31X,CCD7,01/25/23  7:12:10 PM,1674691609000,31,5,3
1689690,LOP230125001051,324 23RD AV,23RD AV,484,THEFT,1674673966000,"[-122.2358217, 37.7731415]",6059997,2108631,C,20X,CCD5,01/25/23  7:12:46 PM,1674673966000,20,3,2
1689691,LOP230125001052,8820 INTERNATIONAL BLVD,INTERNATIONAL BLVD,415C,415 UNKNOWN,1674673990000,"[-122.1753175, 37.7509658]",6077337,2100239,C,34X,CCD7,01/25/23  7:13:10 PM,1674673990000,34,5,3
